"","data_source","signal","geo_value","time_value","issue","lag","value","stderr","sample_size"
"3464","fb-survey","smoothed_cli","ar",2020-07-07,2020-09-03,58,0.6242032,0.0893008,5370.3183
"3465","fb-survey","smoothed_cli","az",2020-07-07,2020-09-03,58,1.0926117,0.0820149,12199.8655
"3466","fb-survey","smoothed_cli","ca",2020-07-07,2020-09-03,58,0.5283923,0.0299267,44279.2123
"3467","fb-survey","smoothed_cli","co",2020-07-07,2020-09-03,58,0.3684439,0.054262,9752.128
"3468","fb-survey","smoothed_cli","ct",2020-07-07,2020-09-03,58,0.2025765,0.0472046,7250
"3469","fb-survey","smoothed_cli","dc",2020-07-07,2020-09-03,58,0.0523589,0.069234,864
"3470","fb-survey","smoothed_cli","de",2020-07-07,2020-09-03,58,0.192733,0.0829587,2110
"3471","fb-survey","smoothed_cli","fl",2020-07-07,2020-09-03,58,0.8950826,0.0425053,35722.0018
"3472","fb-survey","smoothed_cli","ga",2020-07-07,2020-09-03,58,0.7772631,0.0645423,13511.8416
"3473","fb-survey","smoothed_cli","hi",2020-07-07,2020-09-03,58,0.300904,0.1073009,1812
"3474","fb-survey","smoothed_cli","ia",2020-07-07,2020-09-03,58,0.5069345,0.0676028,7358.0249
"3475","fb-survey","smoothed_cli","id",2020-07-07,2020-09-03,58,0.7949393,0.1300783,3601.0222
"3476","fb-survey","smoothed_cli","il",2020-07-07,2020-09-03,58,0.3300495,0.0365931,18742.043
"3477","fb-survey","smoothed_cli","in",2020-07-07,2020-09-03,58,0.4941753,0.0567613,11182.0023
"3478","fb-survey","smoothed_cli","ks",2020-07-07,2020-09-03,58,0.4409257,0.0755249,5766.586
"3479","fb-survey","smoothed_cli","ky",2020-07-07,2020-09-03,58,0.3190265,0.0576474,7276.9445
"3480","fb-survey","smoothed_cli","la",2020-07-07,2020-09-03,58,0.9679247,0.0930757,8155.5489
"3481","fb-survey","smoothed_cli","ma",2020-07-07,2020-09-03,58,0.282751,0.051039,8989.023
"3482","fb-survey","smoothed_cli","md",2020-07-07,2020-09-03,58,0.1819744,0.044584,7200.9967
"3483","fb-survey","smoothed_cli","me",2020-07-07,2020-09-03,58,0.2546881,0.0805803,3561
"3484","fb-survey","smoothed_cli","mi",2020-07-07,2020-09-03,58,0.3165739,0.0345442,20014.067
"3485","fb-survey","smoothed_cli","mn",2020-07-07,2020-09-03,58,0.3583086,0.0550791,8536.7627
"3486","fb-survey","smoothed_cli","mo",2020-07-07,2020-09-03,58,0.521383,0.0642223,9069.3921
"3487","fb-survey","smoothed_cli","ms",2020-07-07,2020-09-03,58,0.9428304,0.1141648,5082.6098
"3488","fb-survey","smoothed_cli","mt",2020-07-07,2020-09-03,58,0.6365457,0.1434986,2581.381
"3489","fb-survey","smoothed_cli","nc",2020-07-07,2020-09-03,58,0.4595685,0.0429079,17677.0185
"3490","fb-survey","smoothed_cli","nd",2020-07-07,2020-09-03,58,0.6494961,0.1929122,1297.2765
"3491","fb-survey","smoothed_cli","ne",2020-07-07,2020-09-03,58,0.4436848,0.0948087,3563.5066
"3492","fb-survey","smoothed_cli","nh",2020-07-07,2020-09-03,58,0.1463338,0.0500033,3342
"3493","fb-survey","smoothed_cli","nj",2020-07-07,2020-09-03,58,0.1805174,0.0340091,11623.9949
"3494","fb-survey","smoothed_cli","nm",2020-07-07,2020-09-03,58,0.3402511,0.0891954,3684.5221
"3495","fb-survey","smoothed_cli","nv",2020-07-07,2020-09-03,58,0.6773372,0.1126849,4005.2121
"3496","fb-survey","smoothed_cli","ny",2020-07-07,2020-09-03,58,0.237507,0.0276795,23407
"3497","fb-survey","smoothed_cli","oh",2020-07-07,2020-09-03,58,0.4735338,0.0418023,20926.0063
"3498","fb-survey","smoothed_cli","ok",2020-07-07,2020-09-03,58,0.7271839,0.0868681,7351.0332
"3499","fb-survey","smoothed_cli","or",2020-07-07,2020-09-03,58,0.3582936,0.0627348,7843.6479
"3500","fb-survey","smoothed_cli","pa",2020-07-07,2020-09-03,58,0.2421707,0.0258319,24648.0139
"3501","fb-survey","smoothed_cli","pr",2020-07-07,2020-09-03,58,0,0.4587156,107.9996
"3502","fb-survey","smoothed_cli","ri",2020-07-07,2020-09-03,58,0.3104643,0.1149317,1943.977
"3503","fb-survey","smoothed_cli","sc",2020-07-07,2020-09-03,58,0.8236373,0.0718815,11679.0075
"3504","fb-survey","smoothed_cli","sd",2020-07-07,2020-09-03,58,0.3234265,0.1056629,1660.697
"3505","fb-survey","smoothed_cli","tn",2020-07-07,2020-09-03,58,0.6879541,0.0664524,11281.0319
"3506","fb-survey","smoothed_cli","tx",2020-07-07,2020-09-03,58,1.2599539,0.0474121,41273.0807
"3507","fb-survey","smoothed_cli","ut",2020-07-07,2020-09-03,58,0.5458785,0.0819518,5709.0688
"3508","fb-survey","smoothed_cli","va",2020-07-07,2020-09-03,58,0.3007276,0.0405636,13565.3651
"3509","fb-survey","smoothed_cli","vt",2020-07-07,2020-09-03,58,0.0426803,0.0532889,1562.0016
"3510","fb-survey","smoothed_cli","wa",2020-07-07,2020-09-03,58,0.2751977,0.039423,12664.9189
"3511","fb-survey","smoothed_cli","wi",2020-07-07,2020-09-03,58,0.295919,0.0448074,10632.9331
"3512","fb-survey","smoothed_cli","wv",2020-07-07,2020-09-03,58,0.4019321,0.0855861,4301.361
"3513","fb-survey","smoothed_cli","wy",2020-07-07,2020-09-03,58,0.5003458,0.1877426,1153.73
"3514","fb-survey","smoothed_cli","ak",2020-07-08,2020-09-03,57,0.4240527,0.1411427,1481
"3515","fb-survey","smoothed_cli","al",2020-07-08,2020-09-03,57,0.9404354,0.0916729,7914.2427
"3516","fb-survey","smoothed_cli","ar",2020-07-08,2020-09-03,57,0.6351302,0.0878953,5569.1891
"3517","fb-survey","smoothed_cli","az",2020-07-08,2020-09-03,57,1.0953432,0.0811527,12496.9266
"3518","fb-survey","smoothed_cli","ca",2020-07-08,2020-09-03,57,0.5202615,0.029226,44961.0611
"3519","fb-survey","smoothed_cli","co",2020-07-08,2020-09-03,57,0.4181344,0.056535,10131.8076
"3520","fb-survey","smoothed_cli","ct",2020-07-08,2020-09-03,57,0.1423164,0.038145,7638
"3521","fb-survey","smoothed_cli","dc",2020-07-08,2020-09-03,57,0.052238,0.0690745,866
"3522","fb-survey","smoothed_cli","de",2020-07-08,2020-09-03,57,0.2271029,0.0903074,2231
"3523","fb-survey","smoothed_cli","fl",2020-07-08,2020-09-03,57,0.8881818,0.0419425,36583.0011
"3524","fb-survey","smoothed_cli","ga",2020-07-08,2020-09-03,57,0.7713779,0.0624727,13960.8286
"3525","fb-survey","smoothed_cli","hi",2020-07-08,2020-09-03,57,0.2897121,0.1033219,1882
"3526","fb-survey","smoothed_cli","ia",2020-07-08,2020-09-03,57,0.5587532,0.07153,7733.6742
"3527","fb-survey","smoothed_cli","id",2020-07-08,2020-09-03,57,0.759332,0.1210171,3837.6047
"3528","fb-survey","smoothed_cli","il",2020-07-08,2020-09-03,57,0.3027191,0.0342702,19573.0654
"3529","fb-survey","smoothed_cli","in",2020-07-08,2020-09-03,57,0.5075095,0.0566813,11506.0005
"3530","fb-survey","smoothed_cli","ks",2020-07-08,2020-09-03,57,0.4549143,0.0747774,5980.6155
"3531","fb-survey","smoothed_cli","ky",2020-07-08,2020-09-03,57,0.3396006,0.0597692,7395.556
"3532","fb-survey","smoothed_cli","la",2020-07-08,2020-09-03,57,0.9815489,0.0909561,8480.3644
"3533","fb-survey","smoothed_cli","ma",2020-07-08,2020-09-03,57,0.3178833,0.0536922,9183.025
"3534","fb-survey","smoothed_cli","md",2020-07-08,2020-09-03,57,0.220659,0.0484308,7350.9967
"3535","fb-survey","smoothed_cli","me",2020-07-08,2020-09-03,57,0.2331389,0.0730382,3771
"3536","fb-survey","smoothed_cli","mi",2020-07-08,2020-09-03,57,0.2983511,0.0325762,21050.076
"3537","fb-survey","smoothed_cli","mn",2020-07-08,2020-09-03,57,0.3490591,0.0531526,8916.7054
"3538","fb-survey","smoothed_cli","mo",2020-07-08,2020-09-03,57,0.5579103,0.0650671,9342.9126
"3539","fb-survey","smoothed_cli","ms",2020-07-08,2020-09-03,57,1.0040004,0.11476,5327.3272
"3540","fb-survey","smoothed_cli","mt",2020-07-08,2020-09-03,57,0.6694626,0.14421,2696.2918
"3541","fb-survey","smoothed_cli","nc",2020-07-08,2020-09-03,57,0.5028782,0.0444742,18304.0201
"3542","fb-survey","smoothed_cli","nd",2020-07-08,2020-09-03,57,0.7457136,0.204444,1373.2205
"3543","fb-survey","smoothed_cli","ne",2020-07-08,2020-09-03,57,0.4536594,0.0914438,3723.6097
"3544","fb-survey","smoothed_cli","nh",2020-07-08,2020-09-03,57,0.2501576,0.074702,3474
"3545","fb-survey","smoothed_cli","nj",2020-07-08,2020-09-03,57,0.2147868,0.0365433,12061.9957
"3546","fb-survey","smoothed_cli","nm",2020-07-08,2020-09-03,57,0.3850452,0.0928193,3788.1952
"3547","fb-survey","smoothed_cli","nv",2020-07-08,2020-09-03,57,0.7077405,0.1131487,4055.0902
"3548","fb-survey","smoothed_cli","ny",2020-07-08,2020-09-03,57,0.2311877,0.0268219,24202.9999
"3549","fb-survey","smoothed_cli","oh",2020-07-08,2020-09-03,57,0.4599933,0.0404068,21638.009
"3550","fb-survey","smoothed_cli","ok",2020-07-08,2020-09-03,57,0.6469269,0.0786029,7668.79
"3551","fb-survey","smoothed_cli","or",2020-07-08,2020-09-03,57,0.4060761,0.0660553,8005.6523
"3552","fb-survey","smoothed_cli","pa",2020-07-08,2020-09-03,57,0.2252238,0.024688,25424.0147
"3553","fb-survey","smoothed_cli","pr",2020-07-08,2020-09-03,57,0,0.4901961,100.9997
"3554","fb-survey","smoothed_cli","ri",2020-07-08,2020-09-03,57,0.2798948,0.1074487,2066.975
"3555","fb-survey","smoothed_cli","sc",2020-07-08,2020-09-03,57,0.9337887,0.075701,12122.0089
"3556","fb-survey","smoothed_cli","sd",2020-07-08,2020-09-03,57,0.3597085,0.1153418,1733.8813
"3557","fb-survey","smoothed_cli","tn",2020-07-08,2020-09-03,57,0.7266878,0.0676469,11658.4306
"3558","fb-survey","smoothed_cli","tx",2020-07-08,2020-09-03,57,1.2276338,0.0461763,42217.3251
"3559","fb-survey","smoothed_cli","ut",2020-07-08,2020-09-03,57,0.4881882,0.0769511,5810.3109
"3560","fb-survey","smoothed_cli","va",2020-07-08,2020-09-03,57,0.3342311,0.0428683,13976.6806
"3561","fb-survey","smoothed_cli","vt",2020-07-08,2020-09-03,57,0.1957147,0.1058406,1618.0017
"3562","fb-survey","smoothed_cli","wa",2020-07-08,2020-09-03,57,0.340824,0.0431015,12851.78
"3563","fb-survey","smoothed_cli","wi",2020-07-08,2020-09-03,57,0.2993317,0.0440442,11133.9257
"3564","fb-survey","smoothed_cli","wv",2020-07-08,2020-09-03,57,0.3946096,0.0800765,4592.363
"3565","fb-survey","smoothed_cli","wy",2020-07-08,2020-09-03,57,0.4702715,0.17832,1163.904
"3566","fb-survey","smoothed_cli","ak",2020-07-09,2020-09-03,56,0.3917821,0.1299148,1495
"3567","fb-survey","smoothed_cli","al",2020-07-09,2020-09-03,56,0.9650596,0.0917104,8073.2584
"3568","fb-survey","smoothed_cli","ar",2020-07-09,2020-09-03,56,0.6567944,0.089274,5680.1963
"3569","fb-survey","smoothed_cli","az",2020-07-09,2020-09-03,56,1.0973194,0.0807006,12608.8963
"3570","fb-survey","smoothed_cli","ca",2020-07-09,2020-09-03,56,0.5371007,0.0295301,45142.9635
"3571","fb-survey","smoothed_cli","co",2020-07-09,2020-09-03,56,0.4066606,0.0547646,10283.8078
"3572","fb-survey","smoothed_cli","ct",2020-07-09,2020-09-03,56,0.1393071,0.0354275,7803
"3573","fb-survey","smoothed_cli","dc",2020-07-09,2020-09-03,56,0.0519381,0.0686788,871
"3574","fb-survey","smoothed_cli","de",2020-07-09,2020-09-03,56,0.2249795,0.0894647,2252.0073
"3575","fb-survey","smoothed_cli","fl",2020-07-09,2020-09-03,56,0.8869333,0.0416808,36848
"3576","fb-survey","smoothed_cli","ga",2020-07-09,2020-09-03,56,0.8128819,0.0640842,14170.81
"3577","fb-survey","smoothed_cli","hi",2020-07-09,2020-09-03,56,0.3366231,0.1078377,1930
"3578","fb-survey","smoothed_cli","ia",2020-07-09,2020-09-03,56,0.5492448,0.0707003,7888.8062
"3579","fb-survey","smoothed_cli","id",2020-07-09,2020-09-03,56,0.7103823,0.1133301,3952.8762
"3580","fb-survey","smoothed_cli","il",2020-07-09,2020-09-03,56,0.3217743,0.0346301,19964.0881
"3581","fb-survey","smoothed_cli","in",2020-07-09,2020-09-03,56,0.4648066,0.0529525,11660.0014
"3582","fb-survey","smoothed_cli","ks",2020-07-09,2020-09-03,56,0.4522942,0.0727415,6074.7009
"3583","fb-survey","smoothed_cli","ky",2020-07-09,2020-09-03,56,0.3650272,0.0615234,7523.5383
"3584","fb-survey","smoothed_cli","la",2020-07-09,2020-09-03,56,0.9738709,0.0893691,8633.3651
"3585","fb-survey","smoothed_cli","ma",2020-07-09,2020-09-03,56,0.3103747,0.0515173,9315.0275
"3586","fb-survey","smoothed_cli","md",2020-07-09,2020-09-03,56,0.2051578,0.047669,7418.9893
"3587","fb-survey","smoothed_cli","me",2020-07-09,2020-09-03,56,0.2669391,0.0787045,3793
"3588","fb-survey","smoothed_cli","mi",2020-07-09,2020-09-03,56,0.3078906,0.0329001,21369.092
"3589","fb-survey","smoothed_cli","mn",2020-07-09,2020-09-03,56,0.3464359,0.0525593,9068.6734
"3590","fb-survey","smoothed_cli","mo",2020-07-09,2020-09-03,56,0.5663683,0.0643594,9514.8209
"3591","fb-survey","smoothed_cli","ms",2020-07-09,2020-09-03,56,1.0018559,0.1129526,5456.1223
"3592","fb-survey","smoothed_cli","mt",2020-07-09,2020-09-03,56,0.5770587,0.133296,2695.326
"3593","fb-survey","smoothed_cli","nc",2020-07-09,2020-09-03,56,0.5000974,0.0440402,18408.0195
"3594","fb-survey","smoothed_cli","nd",2020-07-09,2020-09-03,56,0.738228,0.207043,1409.8619
"3595","fb-survey","smoothed_cli","ne",2020-07-09,2020-09-03,56,0.5264568,0.0999508,3787.5634
"3596","fb-survey","smoothed_cli","nh",2020-07-09,2020-09-03,56,0.2513906,0.0743226,3510
"3597","fb-survey","smoothed_cli","nj",2020-07-09,2020-09-03,56,0.2192983,0.0366079,12182.9959
"3598","fb-survey","smoothed_cli","nm",2020-07-09,2020-09-03,56,0.3926361,0.0921575,3840.4203
"3599","fb-survey","smoothed_cli","nv",2020-07-09,2020-09-03,56,0.6426728,0.1086156,4103.915
"3600","fb-survey","smoothed_cli","ny",2020-07-09,2020-09-03,56,0.2131898,0.025553,24455.9994
"3601","fb-survey","smoothed_cli","oh",2020-07-09,2020-09-03,56,0.4409568,0.0393304,22102.0106
"3602","fb-survey","smoothed_cli","ok",2020-07-09,2020-09-03,56,0.7168629,0.0817872,7824.7326
"3603","fb-survey","smoothed_cli","or",2020-07-09,2020-09-03,56,0.4454856,0.0679629,8006.6469
"3604","fb-survey","smoothed_cli","pa",2020-07-09,2020-09-03,56,0.2530478,0.0267145,25521.0141
"3605","fb-survey","smoothed_cli","ri",2020-07-09,2020-09-03,56,0.2349766,0.1022451,2066.9725
"3606","fb-survey","smoothed_cli","sc",2020-07-09,2020-09-03,56,0.9834653,0.0774802,12256.0103
"3607","fb-survey","smoothed_cli","sd",2020-07-09,2020-09-03,56,0.3580821,0.1127868,1774.172
"3608","fb-survey","smoothed_cli","tn",2020-07-09,2020-09-03,56,0.7160408,0.067761,11755.4472
"3609","fb-survey","smoothed_cli","tx",2020-07-09,2020-09-03,56,1.2036314,0.045328,42790.3216
"3610","fb-survey","smoothed_cli","ut",2020-07-09,2020-09-03,56,0.4831647,0.0755317,5905.1231
"3611","fb-survey","smoothed_cli","va",2020-07-09,2020-09-03,56,0.325439,0.0409878,14192.9609
"3612","fb-survey","smoothed_cli","vt",2020-07-09,2020-09-03,56,0.2946125,0.1289561,1584.0017
"3613","fb-survey","smoothed_cli","wa",2020-07-09,2020-09-03,56,0.3906825,0.0466433,12977.788
"3614","fb-survey","smoothed_cli","wi",2020-07-09,2020-09-03,56,0.288039,0.0430018,11286.9097
"3615","fb-survey","smoothed_cli","wv",2020-07-09,2020-09-03,56,0.3667233,0.0753395,4673.4123
"3616","fb-survey","smoothed_cli","wy",2020-07-09,2020-09-03,56,0.5485781,0.1950027,1179.9123
"3617","fb-survey","smoothed_cli","ak",2020-07-10,2020-09-03,55,0.3713061,0.1241274,1555
"3618","fb-survey","smoothed_cli","al",2020-07-10,2020-09-03,55,1.0147111,0.0933706,8274.2862
"3619","fb-survey","smoothed_cli","ar",2020-07-10,2020-09-03,55,0.6592836,0.0899463,5818.1072
"3620","fb-survey","smoothed_cli","az",2020-07-10,2020-09-03,55,1.1486155,0.0816996,12822.7712
"3621","fb-survey","smoothed_cli","ca",2020-07-10,2020-09-03,55,0.535215,0.0289214,45851.9655
"3622","fb-survey","smoothed_cli","co",2020-07-10,2020-09-03,55,0.417725,0.0557955,10540.8374
"3623","fb-survey","smoothed_cli","ct",2020-07-10,2020-09-03,55,0.1455541,0.0344089,8012
"3624","fb-survey","smoothed_cli","dc",2020-07-10,2020-09-03,55,0.2043151,0.1383204,874
"3625","fb-survey","smoothed_cli","de",2020-07-10,2020-09-03,55,0.2690646,0.0968937,2329.0073
"3626","fb-survey","smoothed_cli","fl",2020-07-10,2020-09-03,55,0.9121084,0.0420094,37511.9999
"3627","fb-survey","smoothed_cli","ga",2020-07-10,2020-09-03,55,0.8558901,0.0650743,14478.7942
"3628","fb-survey","smoothed_cli","hi",2020-07-10,2020-09-03,55,0.200402,0.0842254,1935
"3629","fb-survey","smoothed_cli","ia",2020-07-10,2020-09-03,55,0.5623608,0.070386,8107.8271
"3630","fb-survey","smoothed_cli","id",2020-07-10,2020-09-03,55,0.6917959,0.10859,4022.9799
"3631","fb-survey","smoothed_cli","il",2020-07-10,2020-09-03,55,0.3343994,0.0350454,20559.044
"3632","fb-survey","smoothed_cli","in",2020-07-10,2020-09-03,55,0.5189541,0.0560391,11937.0008
"3633","fb-survey","smoothed_cli","ks",2020-07-10,2020-09-03,55,0.4945754,0.0737598,6232.7015
"3634","fb-survey","smoothed_cli","ky",2020-07-10,2020-09-03,55,0.3563415,0.0596025,7774.2287
"3635","fb-survey","smoothed_cli","la",2020-07-10,2020-09-03,55,1.0042876,0.0894294,8881.3634
"3636","fb-survey","smoothed_cli","ma",2020-07-10,2020-09-03,55,0.2920856,0.0495345,9438.0275
"3637","fb-survey","smoothed_cli","md",2020-07-10,2020-09-03,55,0.2231152,0.0481676,7538.9892
"3638","fb-survey","smoothed_cli","me",2020-07-10,2020-09-03,55,0.2245509,0.0721057,3841
"3639","fb-survey","smoothed_cli","mi",2020-07-10,2020-09-03,55,0.3029745,0.0318621,21948.0992
"3640","fb-survey","smoothed_cli","mn",2020-07-10,2020-09-03,55,0.3620714,0.0525912,9342.1442
"3641","fb-survey","smoothed_cli","mo",2020-07-10,2020-09-03,55,0.6303824,0.0679561,9723.9199
"3642","fb-survey","smoothed_cli","ms",2020-07-10,2020-09-03,55,1.0560176,0.1173413,5546.8305
"3643","fb-survey","smoothed_cli","mt",2020-07-10,2020-09-03,55,0.4647686,0.1164139,2809.3084
"3644","fb-survey","smoothed_cli","nc",2020-07-10,2020-09-03,55,0.481639,0.0429591,18827.0195
"3645","fb-survey","smoothed_cli","nd",2020-07-10,2020-09-03,55,0.7900212,0.2084727,1443.8349
"3646","fb-survey","smoothed_cli","ne",2020-07-10,2020-09-03,55,0.5806772,0.1077277,3889.6279
"3647","fb-survey","smoothed_cli","nh",2020-07-10,2020-09-03,55,0.2318436,0.0715027,3580
"3648","fb-survey","smoothed_cli","nj",2020-07-10,2020-09-03,55,0.2509642,0.0391402,12491.9956
"3649","fb-survey","smoothed_cli","nm",2020-07-10,2020-09-03,55,0.3593633,0.0876819,3871.5115
"3650","fb-survey","smoothed_cli","nv",2020-07-10,2020-09-03,55,0.7269613,0.1171351,4189.7664
"3651","fb-survey","smoothed_cli","ny",2020-07-10,2020-09-03,55,0.2288708,0.0264487,25066.9997
"3652","fb-survey","smoothed_cli","oh",2020-07-10,2020-09-03,55,0.4004939,0.0367308,22661.0086
"3653","fb-survey","smoothed_cli","ok",2020-07-10,2020-09-03,55,0.7533697,0.0838047,7994.7324
"3654","fb-survey","smoothed_cli","or",2020-07-10,2020-09-03,55,0.4635682,0.0677603,8103.7889
"3655","fb-survey","smoothed_cli","pa",2020-07-10,2020-09-03,55,0.306755,0.0294496,25974.0133
"3656","fb-survey","smoothed_cli","ri",2020-07-10,2020-09-03,55,0.2634856,0.1053402,2127.9725
"3657","fb-survey","smoothed_cli","sc",2020-07-10,2020-09-03,55,0.938282,0.0736665,12588.0099
"3658","fb-survey","smoothed_cli","sd",2020-07-10,2020-09-03,55,0.3461578,0.1090487,1835.6862
"3659","fb-survey","smoothed_cli","tn",2020-07-10,2020-09-03,55,0.7411612,0.0679941,11983.7352
"3660","fb-survey","smoothed_cli","tx",2020-07-10,2020-09-03,55,1.2072647,0.0452109,43417.3482
"3661","fb-survey","smoothed_cli","ut",2020-07-10,2020-09-03,55,0.525953,0.0768885,6128.1208
"3662","fb-survey","smoothed_cli","va",2020-07-10,2020-09-03,55,0.3361743,0.0413963,14598.0226
"3663","fb-survey","smoothed_cli","vt",2020-07-10,2020-09-03,55,0.245851,0.118754,1627.0017
"3664","fb-survey","smoothed_cli","wa",2020-07-10,2020-09-03,55,0.3907074,0.0465827,13134.7938
"3665","fb-survey","smoothed_cli","wi",2020-07-10,2020-09-03,55,0.2981606,0.0438056,11481.901
"3666","fb-survey","smoothed_cli","wv",2020-07-10,2020-09-03,55,0.430104,0.0813882,4895.3632
"3667","fb-survey","smoothed_cli","wy",2020-07-10,2020-09-03,55,0.5072115,0.1811701,1177.7956
"3668","fb-survey","smoothed_cli","ak",2020-07-11,2020-09-03,54,0.3478376,0.1166142,1612
"3669","fb-survey","smoothed_cli","al",2020-07-11,2020-09-03,54,1.0623008,0.0951966,8331.2968
"3670","fb-survey","smoothed_cli","ar",2020-07-11,2020-09-03,54,0.6761442,0.0912772,5875.1434
"3671","fb-survey","smoothed_cli","az",2020-07-11,2020-09-03,54,1.0858709,0.0781663,12983.2389
"3672","fb-survey","smoothed_cli","ca",2020-07-11,2020-09-03,54,0.5390758,0.0286736,46414.0401
"3673","fb-survey","smoothed_cli","co",2020-07-11,2020-09-03,54,0.3810721,0.0530132,10611.8676
"3674","fb-survey","smoothed_cli","ct",2020-07-11,2020-09-03,54,0.147523,0.033984,8244
"3675","fb-survey","smoothed_cli","dc",2020-07-11,2020-09-03,54,0.1992985,0.1349343,896
"3676","fb-survey","smoothed_cli","de",2020-07-11,2020-09-03,54,0.3235834,0.1045557,2356.0073
"3677","fb-survey","smoothed_cli","fl",2020-07-11,2020-09-03,54,0.9534843,0.0428043,37981.0006
"3678","fb-survey","smoothed_cli","ga",2020-07-11,2020-09-03,54,0.9305761,0.0673933,14694.788
"3679","fb-survey","smoothed_cli","hi",2020-07-11,2020-09-03,54,0.2579365,0.0969091,1988
"3680","fb-survey","smoothed_cli","ia",2020-07-11,2020-09-03,54,0.5798754,0.0715998,8193.663
"3681","fb-survey","smoothed_cli","id",2020-07-11,2020-09-03,54,0.6087238,0.1009425,4045.9897
"3682","fb-survey","smoothed_cli","il",2020-07-11,2020-09-03,54,0.339263,0.0347201,20976.0667
"3683","fb-survey","smoothed_cli","in",2020-07-11,2020-09-03,54,0.5180101,0.0556185,12109.0048
"3684","fb-survey","smoothed_cli","ks",2020-07-11,2020-09-03,54,0.4745676,0.0704981,6349.9506
"3685","fb-survey","smoothed_cli","ky",2020-07-11,2020-09-03,54,0.3686217,0.0601851,7854.2994
"3686","fb-survey","smoothed_cli","la",2020-07-11,2020-09-03,54,1.0239917,0.0890596,8976.5492
"3687","fb-survey","smoothed_cli","ma",2020-07-11,2020-09-03,54,0.3260087,0.0518045,9560.0265
"3688","fb-survey","smoothed_cli","md",2020-07-11,2020-09-03,54,0.2814027,0.0539834,7619.989
"3689","fb-survey","smoothed_cli","me",2020-07-11,2020-09-03,54,0.2324249,0.0716761,3926
"3690","fb-survey","smoothed_cli","mi",2020-07-11,2020-09-03,54,0.3278232,0.0328881,22473.0989
"3691","fb-survey","smoothed_cli","mn",2020-07-11,2020-09-03,54,0.3688297,0.0522735,9545.1672
"3692","fb-survey","smoothed_cli","mo",2020-07-11,2020-09-03,54,0.6509574,0.0692786,9854.6756
"3693","fb-survey","smoothed_cli","ms",2020-07-11,2020-09-03,54,1.0467579,0.1155939,5638.8573
"3694","fb-survey","smoothed_cli","mt",2020-07-11,2020-09-03,54,0.5503635,0.1217123,2887.0959
"3695","fb-survey","smoothed_cli","nc",2020-07-11,2020-09-03,54,0.5001976,0.0433318,19035.0216
"3696","fb-survey","smoothed_cli","nd",2020-07-11,2020-09-03,54,0.6929682,0.1892972,1502.0285
"3697","fb-survey","smoothed_cli","ne",2020-07-11,2020-09-03,54,0.6569266,0.1137048,4009.4977
"3698","fb-survey","smoothed_cli","nh",2020-07-11,2020-09-03,54,0.2040628,0.0660562,3610
"3699","fb-survey","smoothed_cli","nj",2020-07-11,2020-09-03,54,0.241633,0.0374591,12664.9953
"3700","fb-survey","smoothed_cli","nm",2020-07-11,2020-09-03,54,0.3825351,0.089688,3950.7225
"3701","fb-survey","smoothed_cli","nv",2020-07-11,2020-09-03,54,0.7719005,0.120123,4255.8384
"3702","fb-survey","smoothed_cli","ny",2020-07-11,2020-09-03,54,0.2375727,0.0267687,25475.0006
"3703","fb-survey","smoothed_cli","oh",2020-07-11,2020-09-03,54,0.3623835,0.0344727,23020.0051
"3704","fb-survey","smoothed_cli","ok",2020-07-11,2020-09-03,54,0.7690658,0.0828191,8071.8602
"3705","fb-survey","smoothed_cli","or",2020-07-11,2020-09-03,54,0.4876048,0.0695446,8168.6317
"3706","fb-survey","smoothed_cli","pa",2020-07-11,2020-09-03,54,0.3334608,0.0309159,26142.0137
"3707","fb-survey","smoothed_cli","pr",2020-07-11,2020-09-03,54,0,0.4587156,107.9995
"3708","fb-survey","smoothed_cli","ri",2020-07-11,2020-09-03,54,0.2878438,0.1042693,2138.9735
"3709","fb-survey","smoothed_cli","sc",2020-07-11,2020-09-03,54,0.9413632,0.0729343,12749.0111
"3710","fb-survey","smoothed_cli","sd",2020-07-11,2020-09-03,54,0.3891316,0.1212146,1867.8487
"3711","fb-survey","smoothed_cli","tn",2020-07-11,2020-09-03,54,0.7134004,0.0663275,12182.6666
"3712","fb-survey","smoothed_cli","tx",2020-07-11,2020-09-03,54,1.1705143,0.0442289,43716.1027
"3713","fb-survey","smoothed_cli","ut",2020-07-11,2020-09-03,54,0.4617157,0.0710725,6208.4136
"3714","fb-survey","smoothed_cli","va",2020-07-11,2020-09-03,54,0.3454958,0.0415092,14900.2745
"3715","fb-survey","smoothed_cli","vt",2020-07-11,2020-09-03,54,0.3453397,0.1367279,1634.0021
"3716","fb-survey","smoothed_cli","wa",2020-07-11,2020-09-03,54,0.4085585,0.0481575,13260.8034
"3717","fb-survey","smoothed_cli","wi",2020-07-11,2020-09-03,54,0.348835,0.0471513,11602.9003
"3718","fb-survey","smoothed_cli","wv",2020-07-11,2020-09-03,54,0.3916623,0.0765769,5014.2648
"3719","fb-survey","smoothed_cli","wy",2020-07-11,2020-09-03,54,0.5528478,0.1859048,1205.7794
"3720","fb-survey","smoothed_cli","ak",2020-07-12,2020-09-03,53,0.3353659,0.1158969,1640
"3721","fb-survey","smoothed_cli","al",2020-07-12,2020-09-03,53,1.1481893,0.0998228,8382.2955
