"","data_source","signal","geo_value","time_value","issue","lag","value","stderr","sample_size"
"4538","fb-survey","smoothed_cli","pa",2020-07-27,2020-09-03,38,0.3865578,0.0360139,21352.0133
"4539","fb-survey","smoothed_cli","pr",2020-07-27,2020-09-03,38,0.2155178,0.4757322,115.9997
"4540","fb-survey","smoothed_cli","ri",2020-07-27,2020-09-03,38,0.3897981,0.13656,1658.9775
"4541","fb-survey","smoothed_cli","sc",2020-07-27,2020-09-03,38,0.9437637,0.0875436,9330.0055
"4542","fb-survey","smoothed_cli","sd",2020-07-27,2020-09-03,38,0.431837,0.1343504,1507.6148
"4543","fb-survey","smoothed_cli","tn",2020-07-27,2020-09-03,38,0.7411917,0.0757168,9582.0508
"4544","fb-survey","smoothed_cli","tx",2020-07-27,2020-09-03,38,0.9249254,0.0445614,33328.0419
"4545","fb-survey","smoothed_cli","ut",2020-07-27,2020-09-03,38,0.6243738,0.096965,4739.9837
"4546","fb-survey","smoothed_cli","va",2020-07-27,2020-09-03,38,0.4340331,0.049785,13074.7958
"4547","fb-survey","smoothed_cli","vt",2020-07-27,2020-09-03,38,0.3722836,0.1715069,1258.0016
"4548","fb-survey","smoothed_cli","wa",2020-07-27,2020-09-03,38,0.3380064,0.048105,11347.9244
"4549","fb-survey","smoothed_cli","wi",2020-07-27,2020-09-03,38,0.4527233,0.0614158,9440.9427
"4550","fb-survey","smoothed_cli","wv",2020-07-27,2020-09-03,38,0.5393564,0.112432,3440.3561
"4551","fb-survey","smoothed_cli","wy",2020-07-27,2020-09-03,38,0.7196776,0.253298,1012.7455
"4552","fb-survey","smoothed_cli","ak",2020-07-28,2020-09-03,37,0.3852219,0.1451222,1238
"4553","fb-survey","smoothed_cli","al",2020-07-28,2020-09-03,37,1.1438482,0.108356,6789.1676
"4554","fb-survey","smoothed_cli","ar",2020-07-28,2020-09-03,37,0.8384104,0.1211182,4284.2325
"4555","fb-survey","smoothed_cli","az",2020-07-28,2020-09-03,37,0.6444617,0.0680922,9503.0061
"4556","fb-survey","smoothed_cli","ca",2020-07-28,2020-09-03,37,0.635414,0.0347508,38901.4544
"4557","fb-survey","smoothed_cli","co",2020-07-28,2020-09-03,37,0.3995007,0.0581123,8735.691
"4558","fb-survey","smoothed_cli","ct",2020-07-28,2020-09-03,37,0.2818689,0.060928,5928
"4559","fb-survey","smoothed_cli","dc",2020-07-28,2020-09-03,37,0.288558,0.1819403,854
"4560","fb-survey","smoothed_cli","de",2020-07-28,2020-09-03,37,0.5532139,0.1508367,1742.0073
"4561","fb-survey","smoothed_cli","fl",2020-07-28,2020-09-03,37,0.8587176,0.0460033,30449.9992
"4562","fb-survey","smoothed_cli","ga",2020-07-28,2020-09-03,37,0.9803891,0.0771483,12159.8845
"4563","fb-survey","smoothed_cli","hi",2020-07-28,2020-09-03,37,0.2930057,0.1261256,1587
"4564","fb-survey","smoothed_cli","ia",2020-07-28,2020-09-03,37,0.7782874,0.0966476,6262.0426
"4565","fb-survey","smoothed_cli","id",2020-07-28,2020-09-03,37,0.8125728,0.135448,3016.4011
"4566","fb-survey","smoothed_cli","il",2020-07-28,2020-09-03,37,0.431558,0.0438956,17109.0656
"4567","fb-survey","smoothed_cli","in",2020-07-28,2020-09-03,37,0.4717801,0.0571187,10167.0091
"4568","fb-survey","smoothed_cli","ks",2020-07-28,2020-09-03,37,0.5407082,0.0888105,4863.144
"4569","fb-survey","smoothed_cli","ky",2020-07-28,2020-09-03,37,0.4613591,0.0695159,6520.6464
"4570","fb-survey","smoothed_cli","la",2020-07-28,2020-09-03,37,1.171717,0.1137189,6896.7377
"4571","fb-survey","smoothed_cli","ma",2020-07-28,2020-09-03,37,0.1985674,0.0443033,8450.022
"4572","fb-survey","smoothed_cli","md",2020-07-28,2020-09-03,37,0.3636416,0.061459,6975.9895
"4573","fb-survey","smoothed_cli","me",2020-07-28,2020-09-03,37,0.2052783,0.0722899,2911.2234
"4574","fb-survey","smoothed_cli","mi",2020-07-28,2020-09-03,37,0.4946444,0.0471149,16672.0406
"4575","fb-survey","smoothed_cli","mn",2020-07-28,2020-09-03,37,0.4402627,0.0616256,8131.0167
"4576","fb-survey","smoothed_cli","mo",2020-07-28,2020-09-03,37,0.6325556,0.0742886,8411.1714
"4577","fb-survey","smoothed_cli","ms",2020-07-28,2020-09-03,37,1.1753605,0.1356436,4336.3844
"4578","fb-survey","smoothed_cli","mt",2020-07-28,2020-09-03,37,0.4812404,0.1245969,2251.3678
"4579","fb-survey","smoothed_cli","nc",2020-07-28,2020-09-03,37,0.5120222,0.0517339,14399.0169
"4580","fb-survey","smoothed_cli","nd",2020-07-28,2020-09-03,37,1.0293992,0.2414304,1242.8455
"4581","fb-survey","smoothed_cli","ne",2020-07-28,2020-09-03,37,0.6722203,0.1320681,3113.7658
"4582","fb-survey","smoothed_cli","nh",2020-07-28,2020-09-03,37,0.2754034,0.0908325,2814.7766
"4583","fb-survey","smoothed_cli","nj",2020-07-28,2020-09-03,37,0.3036089,0.0503062,10344.9966
"4584","fb-survey","smoothed_cli","nm",2020-07-28,2020-09-03,37,0.5630573,0.1238446,3007.457
"4585","fb-survey","smoothed_cli","nv",2020-07-28,2020-09-03,37,0.4899515,0.0976715,3614.5546
"4586","fb-survey","smoothed_cli","ny",2020-07-28,2020-09-03,37,0.3119919,0.0335029,20782.0023
"4587","fb-survey","smoothed_cli","oh",2020-07-28,2020-09-03,37,0.5461734,0.0469336,18346.0017
"4588","fb-survey","smoothed_cli","ok",2020-07-28,2020-09-03,37,0.9184235,0.104767,6103.324
"4589","fb-survey","smoothed_cli","or",2020-07-28,2020-09-03,37,0.3698613,0.066293,6408.0682
"4590","fb-survey","smoothed_cli","pa",2020-07-28,2020-09-03,37,0.3291097,0.0326827,21172.014
"4591","fb-survey","smoothed_cli","pr",2020-07-28,2020-09-03,37,0.2403859,0.5298369,103.9994
"4592","fb-survey","smoothed_cli","ri",2020-07-28,2020-09-03,37,0.3879592,0.1402545,1672.978
"4593","fb-survey","smoothed_cli","sc",2020-07-28,2020-09-03,37,0.8829156,0.0867199,9116.006
"4594","fb-survey","smoothed_cli","sd",2020-07-28,2020-09-03,37,0.434964,0.1428515,1477.5058
"4595","fb-survey","smoothed_cli","tn",2020-07-28,2020-09-03,37,0.7301294,0.0751569,9529.3617
"4596","fb-survey","smoothed_cli","tx",2020-07-28,2020-09-03,37,0.8864149,0.0438222,32829.5216
"4597","fb-survey","smoothed_cli","ut",2020-07-28,2020-09-03,37,0.5596324,0.0915381,4658.9453
"4598","fb-survey","smoothed_cli","va",2020-07-28,2020-09-03,37,0.4105478,0.0485596,12824.7607
"4599","fb-survey","smoothed_cli","vt",2020-07-28,2020-09-03,37,0.3801402,0.1751151,1232.0016
"4600","fb-survey","smoothed_cli","wa",2020-07-28,2020-09-03,37,0.3602823,0.049545,11166.9276
"4601","fb-survey","smoothed_cli","wi",2020-07-28,2020-09-03,37,0.4490459,0.061483,9335.959
"4602","fb-survey","smoothed_cli","wv",2020-07-28,2020-09-03,37,0.4775685,0.102612,3421.3562
"4603","fb-survey","smoothed_cli","wy",2020-07-28,2020-09-03,37,0.8479325,0.2723352,1016.7405
"4604","fb-survey","smoothed_cli","ak",2020-07-29,2020-09-03,36,0.5402273,0.1731271,1253
"4605","fb-survey","smoothed_cli","al",2020-07-29,2020-09-03,36,1.0903681,0.1055107,6788.1773
"4606","fb-survey","smoothed_cli","ar",2020-07-29,2020-09-03,36,0.7843816,0.1147489,4253.0961
"4607","fb-survey","smoothed_cli","az",2020-07-29,2020-09-03,36,0.6648466,0.0701153,9381.9059
"4608","fb-survey","smoothed_cli","ca",2020-07-29,2020-09-03,36,0.6432818,0.0349454,38751.4914
"4609","fb-survey","smoothed_cli","co",2020-07-29,2020-09-03,36,0.4009174,0.0582637,8678.6908
"4610","fb-survey","smoothed_cli","ct",2020-07-29,2020-09-03,36,0.2197542,0.0539817,5863
"4611","fb-survey","smoothed_cli","dc",2020-07-29,2020-09-03,36,0.1139818,0.1281201,846
"4612","fb-survey","smoothed_cli","de",2020-07-29,2020-09-03,36,0.4117994,0.1353171,1721.0073
"4613","fb-survey","smoothed_cli","fl",2020-07-29,2020-09-03,36,0.8617093,0.0459998,30185.9988
"4614","fb-survey","smoothed_cli","ga",2020-07-29,2020-09-03,36,1.0331519,0.0796335,12087.884
"4615","fb-survey","smoothed_cli","hi",2020-07-29,2020-09-03,36,0.2680251,0.1156104,1595
"4616","fb-survey","smoothed_cli","ia",2020-07-29,2020-09-03,36,0.7276482,0.0928341,6250.0545
"4617","fb-survey","smoothed_cli","id",2020-07-29,2020-09-03,36,0.8919895,0.1415414,3065.4093
"4618","fb-survey","smoothed_cli","il",2020-07-29,2020-09-03,36,0.4616242,0.0451278,17163.0662
"4619","fb-survey","smoothed_cli","in",2020-07-29,2020-09-03,36,0.4825281,0.059759,10043.0094
"4620","fb-survey","smoothed_cli","ks",2020-07-29,2020-09-03,36,0.4592554,0.0821504,4779.1438
"4621","fb-survey","smoothed_cli","ky",2020-07-29,2020-09-03,36,0.4499951,0.0695499,6475.3311
"4622","fb-survey","smoothed_cli","la",2020-07-29,2020-09-03,36,1.1165589,0.1129823,6726.7382
"4623","fb-survey","smoothed_cli","ma",2020-07-29,2020-09-03,36,0.2054746,0.0441643,8401.023
"4624","fb-survey","smoothed_cli","md",2020-07-29,2020-09-03,36,0.3437637,0.0599654,7039.9896
"4625","fb-survey","smoothed_cli","me",2020-07-29,2020-09-03,36,0.1338948,0.0557588,2962.4468
"4626","fb-survey","smoothed_cli","mi",2020-07-29,2020-09-03,36,0.5191524,0.0488698,16449.024
"4627","fb-survey","smoothed_cli","mn",2020-07-29,2020-09-03,36,0.4353078,0.0610201,8131.0748
"4628","fb-survey","smoothed_cli","mo",2020-07-29,2020-09-03,36,0.6735537,0.0761675,8322.3079
"4629","fb-survey","smoothed_cli","ms",2020-07-29,2020-09-03,36,1.1890649,0.1389742,4280.8716
"4630","fb-survey","smoothed_cli","mt",2020-07-29,2020-09-03,36,0.5394323,0.1380257,2179.6111
"4631","fb-survey","smoothed_cli","nc",2020-07-29,2020-09-03,36,0.5343337,0.0532972,14367.0184
"4632","fb-survey","smoothed_cli","nd",2020-07-29,2020-09-03,36,1.0358731,0.2397058,1254.4622
"4633","fb-survey","smoothed_cli","ne",2020-07-29,2020-09-03,36,0.6113495,0.1236837,3069.7492
"4634","fb-survey","smoothed_cli","nh",2020-07-29,2020-09-03,36,0.2821404,0.0930493,2747.5532
"4635","fb-survey","smoothed_cli","nj",2020-07-29,2020-09-03,36,0.2888616,0.048613,10371.9962
"4636","fb-survey","smoothed_cli","nm",2020-07-29,2020-09-03,36,0.4959105,0.1171297,2964.4581
"4637","fb-survey","smoothed_cli","nv",2020-07-29,2020-09-03,36,0.6188921,0.1124611,3574.618
"4638","fb-survey","smoothed_cli","ny",2020-07-29,2020-09-03,36,0.3218038,0.0342213,20830.0028
"4639","fb-survey","smoothed_cli","oh",2020-07-29,2020-09-03,36,0.5130676,0.0453735,18284.0022
"4640","fb-survey","smoothed_cli","ok",2020-07-29,2020-09-03,36,0.8858549,0.1037364,6042.3241
"4641","fb-survey","smoothed_cli","or",2020-07-29,2020-09-03,36,0.3767086,0.0661873,6392.0629
"4642","fb-survey","smoothed_cli","pa",2020-07-29,2020-09-03,36,0.3095264,0.0318742,20920.012
"4643","fb-survey","smoothed_cli","pr",2020-07-29,2020-09-03,36,0.245099,0.5400736,101.9996
"4644","fb-survey","smoothed_cli","ri",2020-07-29,2020-09-03,36,0.3898235,0.1409263,1664.977
"4645","fb-survey","smoothed_cli","sc",2020-07-29,2020-09-03,36,0.8669356,0.0859963,9005.0049
"4646","fb-survey","smoothed_cli","sd",2020-07-29,2020-09-03,36,0.5544038,0.171872,1446.5744
"4647","fb-survey","smoothed_cli","tn",2020-07-29,2020-09-03,36,0.7498804,0.0757463,9517.6561
"4648","fb-survey","smoothed_cli","tx",2020-07-29,2020-09-03,36,0.8902609,0.0438635,32657.519
"4649","fb-survey","smoothed_cli","ut",2020-07-29,2020-09-03,36,0.557639,0.0918232,4608.9354
"4650","fb-survey","smoothed_cli","va",2020-07-29,2020-09-03,36,0.3811115,0.0463494,12809.3512
"4651","fb-survey","smoothed_cli","vt",2020-07-29,2020-09-03,36,0.3213504,0.1576643,1224.0016
"4652","fb-survey","smoothed_cli","wa",2020-07-29,2020-09-03,36,0.3479923,0.0485702,10995.9332
"4653","fb-survey","smoothed_cli","wi",2020-07-29,2020-09-03,36,0.5186664,0.067521,9204.9756
"4654","fb-survey","smoothed_cli","wv",2020-07-29,2020-09-03,36,0.5486386,0.1068188,3437.3068
"4655","fb-survey","smoothed_cli","wy",2020-07-29,2020-09-03,36,0.8804355,0.2668723,1039.7609
"4656","fb-survey","smoothed_cli","ak",2020-07-30,2020-09-03,35,0.647823,0.1917507,1261
"4657","fb-survey","smoothed_cli","al",2020-07-30,2020-09-03,35,1.0539364,0.1040015,6756.1835
"4658","fb-survey","smoothed_cli","ar",2020-07-30,2020-09-03,35,0.7204456,0.1070677,4202.6846
"4659","fb-survey","smoothed_cli","az",2020-07-30,2020-09-03,35,0.6121321,0.0680519,9366.2598
"4660","fb-survey","smoothed_cli","ca",2020-07-30,2020-09-03,35,0.6344078,0.0347483,38461.5951
"4661","fb-survey","smoothed_cli","co",2020-07-30,2020-09-03,35,0.4023161,0.0586617,8656.8102
"4662","fb-survey","smoothed_cli","ct",2020-07-30,2020-09-03,35,0.188324,0.0492268,5868
"4663","fb-survey","smoothed_cli","dc",2020-07-30,2020-09-03,35,0.1147959,0.1290333,840
"4664","fb-survey","smoothed_cli","de",2020-07-30,2020-09-03,35,0.3444377,0.1141465,1735.0073
"4665","fb-survey","smoothed_cli","fl",2020-07-30,2020-09-03,35,0.8676807,0.046369,29854.9992
"4666","fb-survey","smoothed_cli","ga",2020-07-30,2020-09-03,35,1.0729202,0.0814767,11934.8817
"4667","fb-survey","smoothed_cli","hi",2020-07-30,2020-09-03,35,0.2414923,0.1098105,1577
"4668","fb-survey","smoothed_cli","ia",2020-07-30,2020-09-03,35,0.7027793,0.0909064,6170.0924
"4669","fb-survey","smoothed_cli","id",2020-07-30,2020-09-03,35,0.7458076,0.1295572,3053.1527
"4670","fb-survey","smoothed_cli","il",2020-07-30,2020-09-03,35,0.4579931,0.0442333,17147.0443
"4671","fb-survey","smoothed_cli","in",2020-07-30,2020-09-03,35,0.513241,0.0609737,9981.0117
"4672","fb-survey","smoothed_cli","ks",2020-07-30,2020-09-03,35,0.4218322,0.0791361,4733.086
"4673","fb-survey","smoothed_cli","ky",2020-07-30,2020-09-03,35,0.5483652,0.0785209,6442.9612
"4674","fb-survey","smoothed_cli","la",2020-07-30,2020-09-03,35,1.0479373,0.1117374,6664.554
"4675","fb-survey","smoothed_cli","ma",2020-07-30,2020-09-03,35,0.2044061,0.0432334,8388.0215
"4676","fb-survey","smoothed_cli","md",2020-07-30,2020-09-03,35,0.3394892,0.060038,7054.9895
"4677","fb-survey","smoothed_cli","me",2020-07-30,2020-09-03,35,0.1361467,0.056695,2913.4468
"4678","fb-survey","smoothed_cli","mi",2020-07-30,2020-09-03,35,0.516621,0.0485686,16451.0259
"4679","fb-survey","smoothed_cli","mn",2020-07-30,2020-09-03,35,0.5155849,0.0664751,8084.5586
"4680","fb-survey","smoothed_cli","mo",2020-07-30,2020-09-03,35,0.583577,0.0689322,8311.9192
"4681","fb-survey","smoothed_cli","ms",2020-07-30,2020-09-03,35,1.1204646,0.1408008,4176.4822
"4682","fb-survey","smoothed_cli","mt",2020-07-30,2020-09-03,35,0.6257663,0.1492276,2140.8323
"4683","fb-survey","smoothed_cli","nc",2020-07-30,2020-09-03,35,0.5543897,0.0547172,14332.0172
"4684","fb-survey","smoothed_cli","nd",2020-07-30,2020-09-03,35,1.0011519,0.2376932,1300.2659
"4685","fb-survey","smoothed_cli","ne",2020-07-30,2020-09-03,35,0.5865943,0.1199362,3102.6985
"4686","fb-survey","smoothed_cli","nh",2020-07-30,2020-09-03,35,0.2685948,0.0942537,2709.5532
"4687","fb-survey","smoothed_cli","nj",2020-07-30,2020-09-03,35,0.3089803,0.0494109,10467.9956
"4688","fb-survey","smoothed_cli","nm",2020-07-30,2020-09-03,35,0.4832412,0.1191998,2869.9865
"4689","fb-survey","smoothed_cli","nv",2020-07-30,2020-09-03,35,0.6831141,0.1184697,3559.4138
"4690","fb-survey","smoothed_cli","ny",2020-07-30,2020-09-03,35,0.2981458,0.0333433,20647.0032
"4691","fb-survey","smoothed_cli","oh",2020-07-30,2020-09-03,35,0.5337484,0.0467307,18149.0012
"4692","fb-survey","smoothed_cli","ok",2020-07-30,2020-09-03,35,0.8798536,0.1040705,6015.0815
"4693","fb-survey","smoothed_cli","or",2020-07-30,2020-09-03,35,0.4350476,0.07186,6395.0745
"4694","fb-survey","smoothed_cli","pa",2020-07-30,2020-09-03,35,0.3287845,0.0329728,20853.0115
"4695","fb-survey","smoothed_cli","pr",2020-07-30,2020-09-03,35,0.2252262,0.4968734,110.9995
"4696","fb-survey","smoothed_cli","ri",2020-07-30,2020-09-03,35,0.3839641,0.1399443,1646.9785
"4697","fb-survey","smoothed_cli","sc",2020-07-30,2020-09-03,35,0.773935,0.080649,8934.0051
"4698","fb-survey","smoothed_cli","sd",2020-07-30,2020-09-03,35,0.497934,0.1582861,1445.1623
"4699","fb-survey","smoothed_cli","tn",2020-07-30,2020-09-03,35,0.7289411,0.0732677,9489.0278
"4700","fb-survey","smoothed_cli","tx",2020-07-30,2020-09-03,35,0.8816865,0.0441291,32272.7616
"4701","fb-survey","smoothed_cli","ut",2020-07-30,2020-09-03,35,0.572545,0.0920352,4598.0383
"4702","fb-survey","smoothed_cli","va",2020-07-30,2020-09-03,35,0.3740696,0.0449679,12742.9219
"4703","fb-survey","smoothed_cli","vt",2020-07-30,2020-09-03,35,0.4152632,0.1827499,1188.0017
"4704","fb-survey","smoothed_cli","wa",2020-07-30,2020-09-03,35,0.3471396,0.0487017,10926.922
"4705","fb-survey","smoothed_cli","wi",2020-07-30,2020-09-03,35,0.5014322,0.0665012,9147.9745
"4706","fb-survey","smoothed_cli","wv",2020-07-30,2020-09-03,35,0.5507685,0.108487,3469.3568
"4707","fb-survey","smoothed_cli","wy",2020-07-30,2020-09-03,35,0.7412157,0.240813,1052.9965
"4708","fb-survey","smoothed_cli","ak",2020-07-31,2020-09-03,34,0.6653439,0.2025114,1260
"4709","fb-survey","smoothed_cli","al",2020-07-31,2020-09-03,34,1.0455337,0.1040754,6697.154
"4710","fb-survey","smoothed_cli","ar",2020-07-31,2020-09-03,34,0.7400825,0.1115916,4213.6855
"4711","fb-survey","smoothed_cli","az",2020-07-31,2020-09-03,34,0.5941521,0.0681902,9282.4886
"4712","fb-survey","smoothed_cli","ca",2020-07-31,2020-09-03,34,0.6399644,0.035032,38230.4422
"4713","fb-survey","smoothed_cli","co",2020-07-31,2020-09-03,34,0.4321607,0.061987,8629.7498
"4714","fb-survey","smoothed_cli","ct",2020-07-31,2020-09-03,34,0.1862579,0.0489096,5968
"4715","fb-survey","smoothed_cli","dc",2020-07-31,2020-09-03,34,0.1133121,0.1273689,851
"4716","fb-survey","smoothed_cli","de",2020-07-31,2020-09-03,34,0.3673274,0.1225486,1763.0073
"4717","fb-survey","smoothed_cli","fl",2020-07-31,2020-09-03,34,0.8392395,0.0458175,29637.9992
"4718","fb-survey","smoothed_cli","ga",2020-07-31,2020-09-03,34,1.0903214,0.0822184,11882.9056
"4719","fb-survey","smoothed_cli","hi",2020-07-31,2020-09-03,34,0.2133211,0.1043591,1629
"4720","fb-survey","smoothed_cli","ia",2020-07-31,2020-09-03,34,0.6377783,0.0851824,6224.0263
"4721","fb-survey","smoothed_cli","id",2020-07-31,2020-09-03,34,0.7782962,0.1315061,3072.1639
"4722","fb-survey","smoothed_cli","il",2020-07-31,2020-09-03,34,0.463699,0.0448654,17182.022
"4723","fb-survey","smoothed_cli","in",2020-07-31,2020-09-03,34,0.5391233,0.0629959,9983.0153
"4724","fb-survey","smoothed_cli","ks",2020-07-31,2020-09-03,34,0.4247747,0.0799567,4689.086
"4725","fb-survey","smoothed_cli","ky",2020-07-31,2020-09-03,34,0.6402347,0.0858572,6449.1982
"4726","fb-survey","smoothed_cli","la",2020-07-31,2020-09-03,34,1.0615466,0.1109167,6602.5539
"4727","fb-survey","smoothed_cli","ma",2020-07-31,2020-09-03,34,0.2159305,0.0449639,8339.0215
"4728","fb-survey","smoothed_cli","md",2020-07-31,2020-09-03,34,0.3196162,0.0579552,7112.9891
"4729","fb-survey","smoothed_cli","me",2020-07-31,2020-09-03,34,0.1271614,0.0566323,2857.2234
"4730","fb-survey","smoothed_cli","mi",2020-07-31,2020-09-03,34,0.4962517,0.0470943,16475.0094
"4731","fb-survey","smoothed_cli","mn",2020-07-31,2020-09-03,34,0.5634956,0.0686283,8050.5042
"4732","fb-survey","smoothed_cli","mo",2020-07-31,2020-09-03,34,0.5157653,0.0643138,8340.0172
"4733","fb-survey","smoothed_cli","ms",2020-07-31,2020-09-03,34,1.2068391,0.1466547,4168.6975
"4734","fb-survey","smoothed_cli","mt",2020-07-31,2020-09-03,34,0.5851794,0.1420152,2091.5524
"4735","fb-survey","smoothed_cli","nc",2020-07-31,2020-09-03,34,0.5622838,0.0556034,14326.0164
"4736","fb-survey","smoothed_cli","nd",2020-07-31,2020-09-03,34,1.004794,0.2440203,1295.4572
"4737","fb-survey","smoothed_cli","ne",2020-07-31,2020-09-03,34,0.5968447,0.1233635,3071.6242
"4738","fb-survey","smoothed_cli","nh",2020-07-31,2020-09-03,34,0.3493215,0.1057603,2668.7766
"4739","fb-survey","smoothed_cli","nj",2020-07-31,2020-09-03,34,0.3434478,0.0517336,10436.9952
"4740","fb-survey","smoothed_cli","nm",2020-07-31,2020-09-03,34,0.4610658,0.1160477,2874.82
"4741","fb-survey","smoothed_cli","nv",2020-07-31,2020-09-03,34,0.6422886,0.1145121,3579.5668
"4742","fb-survey","smoothed_cli","ny",2020-07-31,2020-09-03,34,0.2757025,0.0319164,20582.0027
"4743","fb-survey","smoothed_cli","oh",2020-07-31,2020-09-03,34,0.5629174,0.0479666,17995.9987
"4744","fb-survey","smoothed_cli","ok",2020-07-31,2020-09-03,34,0.7903942,0.0989577,6040.3242
"4745","fb-survey","smoothed_cli","or",2020-07-31,2020-09-03,34,0.5092652,0.0808434,6404.071
"4746","fb-survey","smoothed_cli","pa",2020-07-31,2020-09-03,34,0.3670359,0.035866,20789.0114
"4747","fb-survey","smoothed_cli","pr",2020-07-31,2020-09-03,34,0.2173924,0.4798155,114.9994
"4748","fb-survey","smoothed_cli","ri",2020-07-31,2020-09-03,34,0.3735477,0.1322967,1625.9785
"4749","fb-survey","smoothed_cli","sc",2020-07-31,2020-09-03,34,0.8289143,0.0849582,8780.0065
"4750","fb-survey","smoothed_cli","sd",2020-07-31,2020-09-03,34,0.5567303,0.1687236,1401.3327
"4751","fb-survey","smoothed_cli","tn",2020-07-31,2020-09-03,34,0.8296156,0.0789826,9518.7922
"4752","fb-survey","smoothed_cli","tx",2020-07-31,2020-09-03,34,0.8607771,0.0436244,32107.5184
"4753","fb-survey","smoothed_cli","ut",2020-07-31,2020-09-03,34,0.520522,0.0888215,4593.0359
"4754","fb-survey","smoothed_cli","va",2020-07-31,2020-09-03,34,0.383488,0.0463098,12625.5021
"4755","fb-survey","smoothed_cli","vt",2020-07-31,2020-09-03,34,0.5114935,0.205831,1160.0019
"4756","fb-survey","smoothed_cli","wa",2020-07-31,2020-09-03,34,0.3432313,0.0479003,10842.9231
"4757","fb-survey","smoothed_cli","wi",2020-07-31,2020-09-03,34,0.5063096,0.0664371,9193.9915
"4758","fb-survey","smoothed_cli","wv",2020-07-31,2020-09-03,34,0.4987892,0.0997011,3493.405
"4759","fb-survey","smoothed_cli","wy",2020-07-31,2020-09-03,34,0.5429388,0.1884008,1039.0301
"4760","fb-survey","smoothed_cli","ak",2020-08-01,2020-09-03,33,0.7337373,0.2219073,1273
"4761","fb-survey","smoothed_cli","al",2020-08-01,2020-09-03,33,1.0691448,0.1056198,6658.1651
"4762","fb-survey","smoothed_cli","ar",2020-08-01,2020-09-03,33,0.8235882,0.1205695,4158.8529
"4763","fb-survey","smoothed_cli","az",2020-08-01,2020-09-03,33,0.5135177,0.0639347,9247.7791
"4764","fb-survey","smoothed_cli","ca",2020-08-01,2020-09-03,33,0.6509633,0.0356679,38088.4605
"4765","fb-survey","smoothed_cli","co",2020-08-01,2020-09-03,33,0.4041622,0.0606265,8666.7499
"4766","fb-survey","smoothed_cli","ct",2020-08-01,2020-09-03,33,0.1993346,0.0517618,5897
"4767","fb-survey","smoothed_cli","dc",2020-08-01,2020-09-03,33,0.1315061,0.1274849,860
"4768","fb-survey","smoothed_cli","de",2020-08-01,2020-09-03,33,0.2601824,0.0937844,1778.0073
"4769","fb-survey","smoothed_cli","fl",2020-08-01,2020-09-03,33,0.8419317,0.0460968,29214.9994
"4770","fb-survey","smoothed_cli","ga",2020-08-01,2020-09-03,33,1.099099,0.0826859,11934.8935
"4771","fb-survey","smoothed_cli","hi",2020-08-01,2020-09-03,33,0.2692539,0.1185749,1662
"4772","fb-survey","smoothed_cli","ia",2020-08-01,2020-09-03,33,0.6013722,0.0818682,6257.0381
"4773","fb-survey","smoothed_cli","id",2020-08-01,2020-09-03,33,0.8525588,0.1378677,3112.0061
"4774","fb-survey","smoothed_cli","il",2020-08-01,2020-09-03,33,0.4522455,0.0439869,17268
"4775","fb-survey","smoothed_cli","in",2020-08-01,2020-09-03,33,0.6161103,0.0681582,9914.0171
"4776","fb-survey","smoothed_cli","ks",2020-08-01,2020-09-03,33,0.3465787,0.0685318,4641.0015
"4777","fb-survey","smoothed_cli","ky",2020-08-01,2020-09-03,33,0.7039698,0.0909462,6442.894
"4778","fb-survey","smoothed_cli","la",2020-08-01,2020-09-03,33,0.9794682,0.1043281,6600.3689
"4779","fb-survey","smoothed_cli","ma",2020-08-01,2020-09-03,33,0.2021579,0.0439146,8442.022
"4780","fb-survey","smoothed_cli","md",2020-08-01,2020-09-03,33,0.3082338,0.0568499,7121.9892
"4781","fb-survey","smoothed_cli","me",2020-08-01,2020-09-03,33,0.0564818,0.0318378,2803.2234
"4782","fb-survey","smoothed_cli","mi",2020-08-01,2020-09-03,33,0.4813592,0.0465606,16524.9918
"4783","fb-survey","smoothed_cli","mn",2020-08-01,2020-09-03,33,0.60967,0.0733175,8015.9759
"4784","fb-survey","smoothed_cli","mo",2020-08-01,2020-09-03,33,0.4883677,0.0621717,8421.8765
"4785","fb-survey","smoothed_cli","ms",2020-08-01,2020-09-03,33,1.1372084,0.1407362,4158.7086
"4786","fb-survey","smoothed_cli","mt",2020-08-01,2020-09-03,33,0.6593865,0.152164,2099.5767
"4787","fb-survey","smoothed_cli","nc",2020-08-01,2020-09-03,33,0.5565146,0.0551357,14316.0153
"4788","fb-survey","smoothed_cli","nd",2020-08-01,2020-09-03,33,0.9563646,0.2448814,1295.4662
"4789","fb-survey","smoothed_cli","ne",2020-08-01,2020-09-03,33,0.6571398,0.1317043,3114.2829
"4790","fb-survey","smoothed_cli","nh",2020-08-01,2020-09-03,33,0.3363227,0.0999565,2639.7766
"4791","fb-survey","smoothed_cli","nj",2020-08-01,2020-09-03,33,0.3415756,0.0514327,10542.9948
"4792","fb-survey","smoothed_cli","nm",2020-08-01,2020-09-03,33,0.3736903,0.1039602,2880.5273
"4793","fb-survey","smoothed_cli","nv",2020-08-01,2020-09-03,33,0.7217372,0.1202601,3604.8214
"4794","fb-survey","smoothed_cli","ny",2020-08-01,2020-09-03,33,0.2725357,0.031278,20546.0024
